<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,60,20201020,160000,166.0000000,166.5600000,165.4800000,166.4100000,3018600
GAZP,60,20201020,170000,166.4400000,166.6500000,166.0500000,166.4500000,3872820
GAZP,60,20201020,180000,166.4000000,166.4500000,165.9600000,166.3900000,3853330
GAZP,60,20201020,190000,165.6000000,166.8000000,165.6000000,166.7000000,625630
GAZP,60,20201020,200000,166.7000000,167.1200000,166.4200000,166.7000000,1009070
GAZP,60,20201020,210000,166.6900000,166.7900000,166.3500000,166.5700000,516660
GAZP,60,20201020,220000,166.5700000,166.7500000,166.3100000,166.4300000,463720
GAZP,60,20201020,230000,166.4200000,166.7100000,166.3700000,166.5300000,348180
GAZP,60,20201021,100000,166.8000000,167.3000000,166.1500000,166.2000000,7095950
GAZP,60,20201021,110000,166.2200000,166.3800000,164.6000000,164.6700000,6830130
GAZP,60,20201021,120000,164.7000000,165.5700000,164.6000000,165.0200000,2703540
GAZP,60,20201021,130000,165.0200000,165.3500000,164.5600000,164.8100000,2598930
GAZP,60,20201021,140000,164.8100000,165.0600000,164.5200000,164.7400000,2165070
GAZP,60,20201021,150000,164.7400000,165.1000000,164.6600000,164.9300000,1211370
GAZP,60,20201021,160000,164.9300000,164.9400000,163.8700000,164.5600000,4161370
GAZP,60,20201021,170000,164.5900000,164.8900000,164.1700000,164.5200000,3957470
GAZP,60,20201021,180000,164.5200000,164.5200000,163.9600000,163.9600000,4352670
GAZP,60,20201021,190000,164.1300000,164.5300000,163.9500000,164.0300000,740500
GAZP,60,20201021,200000,164.0300000,164.3300000,163.9800000,164.2800000,236730
GAZP,60,20201021,210000,164.2900000,164.4800000,164.2200000,164.4700000,232450
GAZP,60,20201021,220000,164.4700000,164.5000000,164.3100000,164.4000000,177870
GAZP,60,20201021,230000,164.4000000,164.4400000,164.2900000,164.3700000,214870
GAZP,60,20201022,100000,163.8500000,164.9500000,163.6600000,164.5700000,4483210
GAZP,60,20201022,110000,164.5800000,164.6900000,164.0200000,164.5800000,2583810
GAZP,60,20201022,120000,164.5300000,164.9300000,164.4400000,164.6800000,2138120
GAZP,60,20201022,130000,164.6700000,165.6700000,164.3100000,165.6000000,5503730
GAZP,60,20201022,140000,165.6300000,166.5300000,165.4200000,165.9200000,4719280
GAZP,60,20201022,150000,165.8900000,166.1700000,165.5400000,166.0500000,1775220
GAZP,60,20201022,160000,166.0500000,166.2600000,164.9600000,165.1500000,5811690
GAZP,60,20201022,170000,165.1400000,165.1500000,164.3900000,164.7500000,4186860
GAZP,60,20201022,180000,164.7900000,165.2400000,164.3700000,165.0700000,6751020
GAZP,60,20201022,190000,165.0700000,165.1900000,164.8000000,165.1000000,489860
GAZP,60,20201022,200000,165.0800000,165.3000000,165.0600000,165.2800000,328870
GAZP,60,20201022,210000,165.2800000,165.6000000,165.1200000,165.2600000,632210
GAZP,60,20201022,220000,165.2200000,165.4800000,165.0900000,165.3600000,359790
GAZP,60,20201022,230000,165.3500000,165.4500000,165.1600000,165.2700000,175810
GAZP,60,20201023,100000,165.1500000,165.8800000,165.0100000,165.2400000,4156850
GAZP,60,20201023,110000,165.2400000,165.5500000,164.6200000,165.0000000,4914570
GAZP,60,20201023,120000,164.9600000,165.6500000,164.7500000,165.2700000,3974070
GAZP,60,20201023,130000,165.2700000,165.6500000,164.7700000,164.8800000,3718600
GAZP,60,20201023,140000,164.8700000,165.1800000,164.3900000,164.9400000,2242780
GAZP,60,20201023,150000,164.9500000,165.0900000,164.7300000,165.0400000,1618600
GAZP,60,20201023,160000,165.0400000,165.3900000,164.4500000,164.7800000,3298480
GAZP,60,20201023,170000,164.7900000,165.6100000,164.7100000,165.1500000,3008580
GAZP,60,20201023,180000,165.1500000,165.2500000,164.5200000,164.6600000,4356350
GAZP,60,20201023,190000,164.6600000,164.8500000,164.5300000,164.8000000,392100
GAZP,60,20201023,200000,164.8400000,164.9000000,164.7800000,164.8900000,185670
GAZP,60,20201023,210000,164.8900000,164.9500000,164.8500000,164.8800000,275000
GAZP,60,20201023,220000,164.9200000,164.9500000,164.8000000,164.9400000,387030
GAZP,60,20201023,230000,164.9400000,164.9700000,164.8600000,164.9600000,381270
GAZP,60,20201026,100000,164.4400000,164.9600000,163.8500000,164.5000000,5505470
GAZP,60,20201026,110000,164.5000000,164.5900000,163.1300000,163.4000000,8415060
GAZP,60,20201026,120000,163.4100000,163.7200000,163.2000000,163.4700000,3443760
GAZP,60,20201026,130000,163.4200000,163.6700000,163.0200000,163.3500000,4340230
GAZP,60,20201026,140000,163.3500000,163.4700000,162.5500000,162.6300000,5247270
GAZP,60,20201026,150000,162.6700000,162.9600000,162.2600000,162.8100000,5554940
GAZP,60,20201026,160000,162.7800000,163.0700000,162.1200000,162.2500000,5130900
GAZP,60,20201026,170000,162.2500000,162.9400000,162.1700000,162.3600000,4230310
GAZP,60,20201026,180000,162.3600000,162.6300000,162.1100000,162.1100000,5225860
GAZP,60,20201026,190000,162.0000000,162.0000000,161.1000000,161.6600000,3804030
GAZP,60,20201026,200000,161.6600000,161.9900000,161.6100000,161.9500000,1062230
GAZP,60,20201026,210000,161.9500000,162.2400000,161.8000000,162.2200000,785610
GAZP,60,20201026,220000,162.2000000,162.2200000,162.0000000,162.1100000,408420
GAZP,60,20201026,230000,162.1100000,162.2200000,162.0500000,162.1700000,282250
GAZP,60,20201027,100000,162.1800000,162.6200000,161.7600000,162.4500000,3415170
GAZP,60,20201027,110000,162.4800000,162.5100000,160.7600000,161.1900000,6584790
GAZP,60,20201027,120000,161.1200000,161.3000000,160.4000000,160.9400000,4241710
GAZP,60,20201027,130000,160.9300000,161.2400000,160.5500000,160.9400000,4947730
GAZP,60,20201027,140000,160.9400000,161.0700000,160.4000000,160.6400000,3780160
GAZP,60,20201027,150000,160.6400000,160.6400000,160.1600000,160.4000000,2679760
GAZP,60,20201027,160000,160.4000000,160.4600000,159.8100000,160.1200000,7544000
GAZP,60,20201027,170000,160.1700000,160.3000000,159.0400000,159.0800000,8549440
GAZP,60,20201027,180000,159.1100000,159.2900000,158.8000000,159.0800000,9821030
GAZP,60,20201027,190000,158.9100000,159.2700000,158.2100000,159.2500000,3518500
GAZP,60,20201027,200000,159.2500000,159.7500000,158.9000000,159.6900000,1386720
GAZP,60,20201027,210000,159.6800000,159.7600000,159.2500000,159.4400000,730650
GAZP,60,20201027,220000,159.4300000,159.5600000,159.2200000,159.3600000,514610
GAZP,60,20201027,230000,159.3100000,159.4200000,159.0000000,159.2100000,554700
GAZP,60,20201028,100000,158.9800000,158.9900000,156.6700000,157.2200000,13911170
GAZP,60,20201028,110000,157.2200000,157.4900000,154.8000000,155.2400000,17614590
GAZP,60,20201028,120000,155.2500000,155.8800000,154.4000000,155.7000000,7745080
GAZP,60,20201028,130000,155.7000000,156.8800000,155.6100000,156.7600000,6384620
GAZP,60,20201028,140000,156.7200000,156.8000000,155.8000000,156.6800000,3680710
GAZP,60,20201028,150000,156.7100000,156.8000000,155.9100000,156.0300000,3622360
GAZP,60,20201028,160000,156.0100000,156.1600000,155.0500000,155.4500000,5597130
GAZP,60,20201028,170000,155.4800000,155.6700000,153.7300000,154.0100000,10888730
GAZP,60,20201028,180000,154.0500000,154.9700000,153.7000000,153.7900000,10550400
GAZP,60,20201028,190000,154.1700000,155.3000000,154.1700000,154.5800000,3174230
GAZP,60,20201028,200000,154.5500000,155.1600000,154.5000000,155.0500000,887080
GAZP,60,20201028,210000,155.0900000,155.1500000,154.7000000,155.0200000,979370
GAZP,60,20201028,220000,155.0500000,155.1000000,154.8600000,155.0500000,836330
GAZP,60,20201028,230000,155.0500000,155.1000000,154.1200000,154.3000000,986300
GAZP,60,20201029,100000,155.0800000,156.7400000,154.9600000,155.7600000,8302860
GAZP,60,20201029,110000,155.7100000,156.1200000,154.3100000,154.6300000,7505920
GAZP,60,20201029,120000,154.5300000,155.9900000,154.5100000,155.8000000,3959670
GAZP,60,20201029,130000,155.8100000,155.9400000,155.0200000,155.5500000,2697450
GAZP,60,20201029,140000,155.5200000,155.6600000,154.8000000,154.8500000,2639470
GAZP,60,20201029,150000,154.8600000,155.3500000,154.5300000,154.8500000,2560790
GAZP,60,20201029,160000,154.8500000,155.3900000,154.2000000,155.2000000,5232150
GAZP,60,20201029,170000,155.1700000,157.2200000,154.9100000,156.7800000,9308260
GAZP,60,20201029,180000,156.7900000,156.8900000,155.5200000,155.5200000,6392920
GAZP,60,20201029,190000,155.8800000,156.4900000,155.8100000,156.4100000,1457940
GAZP,60,20201029,200000,156.4100000,156.7800000,156.4000000,156.6500000,394610
GAZP,60,20201029,210000,156.6500000,156.9300000,156.6500000,156.8200000,633970
GAZP,60,20201029,220000,156.8300000,157.3000000,156.7600000,156.8400000,998410
GAZP,60,20201029,230000,156.8200000,156.9400000,156.5600000,156.7400000,668380
GAZP,60,20201030,100000,155.0900000,155.6000000,154.1200000,155.1000000,7280930
GAZP,60,20201030,110000,155.1100000,156.0900000,154.7600000,155.2900000,3973090
GAZP,60,20201030,120000,155.2500000,156.0000000,155.0100000,155.8200000,2517920
GAZP,60,20201030,130000,155.8300000,156.0600000,155.3100000,155.8300000,2799630
GAZP,60,20201030,140000,155.8200000,156.2000000,155.5000000,155.8000000,3071390
GAZP,60,20201030,150000,155.8200000,155.8500000,155.1500000,155.2700000,3667220
GAZP,60,20201030,160000,155.2600000,155.4000000,154.6700000,155.1900000,4873580
GAZP,60,20201030,170000,155.2200000,155.7500000,154.5800000,155.3600000,5282780
GAZP,60,20201030,180000,155.3800000,155.7700000,155.0000000,155.0000000,4734430
GAZP,60,20201030,190000,155.1000000,155.3000000,154.1700000,154.4700000,2217720
GAZP,60,20201030,200000,154.4500000,154.4700000,154.0800000,154.1900000,804160
GAZP,60,20201030,210000,154.2000000,154.4700000,154.1000000,154.3400000,409720
GAZP,60,20201030,220000,154.3400000,154.4000000,154.2100000,154.2400000,556700
GAZP,60,20201030,230000,154.3000000,154.3700000,154.2100000,154.2800000,471750
GAZP,60,20201102,100000,153.9600000,153.9800000,151.9000000,153.4300000,11166040
GAZP,60,20201102,110000,153.4300000,154.2700000,152.9600000,154.2000000,7278940
GAZP,60,20201102,120000,154.2000000,155.3700000,153.9000000,155.2700000,7528390
GAZP,60,20201102,130000,155.2300000,155.8000000,155.0000000,155.6300000,7915080
GAZP,60,20201102,140000,155.6100000,156.7000000,155.6000000,156.6500000,7749000
GAZP,60,20201102,150000,156.6500000,156.6700000,155.8400000,155.9600000,4585850
GAZP,60,20201102,160000,155.9800000,156.5500000,155.5000000,155.8600000,5210720
GAZP,60,20201102,170000,155.8700000,156.0400000,155.0500000,155.8200000,3761160
GAZP,60,20201102,180000,155.8200000,156.8600000,155.3000000,156.5900000,6970770
GAZP,60,20201102,190000,156.9200000,157.9800000,156.9200000,157.7800000,4837400
GAZP,60,20201102,200000,157.8200000,157.9000000,157.3000000,157.5000000,886440
GAZP,60,20201102,210000,157.4600000,157.7000000,157.1900000,157.3500000,568960
GAZP,60,20201102,220000,157.3900000,157.8600000,157.3500000,157.7700000,578390
GAZP,60,20201102,230000,157.7900000,157.8900000,157.4400000,157.7400000,563710
GAZP,60,20201103,100000,158.2100000,158.9000000,157.4400000,158.8800000,8650980
GAZP,60,20201103,110000,158.8900000,161.5800000,158.8100000,161.1000000,17514170
GAZP,60,20201103,120000,161.1300000,161.2800000,160.1300000,160.4800000,8039110
GAZP,60,20201103,130000,160.4800000,160.5000000,159.6200000,160.1800000,4735100
GAZP,60,20201103,140000,160.1400000,160.8200000,159.9500000,160.7900000,3309340
GAZP,60,20201103,150000,160.8000000,161.9200000,160.7800000,161.0400000,8899380
GAZP,60,20201103,160000,161.0300000,161.0600000,160.3700000,160.7600000,2445860
GAZP,60,20201103,170000,160.7800000,161.6500000,160.6700000,160.9600000,6290250
GAZP,60,20201103,180000,160.9300000,161.1600000,160.5500000,160.5900000,6611000
GAZP,60,20201103,190000,160.5000000,160.8300000,159.8600000,160.2200000,1984950
GAZP,60,20201103,200000,160.2000000,160.9500000,160.2000000,160.5600000,802830
GAZP,60,20201103,210000,160.5500000,160.7400000,160.3900000,160.3900000,411170
GAZP,60,20201103,220000,160.4700000,160.6700000,160.3900000,160.5900000,359680
GAZP,60,20201103,230000,160.5400000,161.0900000,160.5000000,161.0900000,1013180
GAZP,60,20201105,100000,163.8100000,164.0000000,161.9900000,163.6100000,13232230
GAZP,60,20201105,110000,163.5800000,165.0700000,163.2100000,163.3900000,14767550
GAZP,60,20201105,120000,163.4000000,163.7900000,162.6100000,163.2700000,6241250
GAZP,60,20201105,130000,163.2600000,163.3300000,162.6400000,162.8700000,4295060
GAZP,60,20201105,140000,162.9000000,163.9800000,162.4200000,163.9800000,6860670
GAZP,60,20201105,150000,163.9800000,164.2100000,163.3300000,164.0600000,4149710
GAZP,60,20201105,160000,164.0600000,164.4200000,163.5600000,164.2500000,4547760
GAZP,60,20201105,170000,164.2500000,165.2000000,164.1700000,164.8100000,6091100
GAZP,60,20201105,180000,164.8100000,165.2500000,164.5200000,164.5900000,6399270
GAZP,60,20201105,190000,164.5000000,164.7700000,163.8600000,163.8900000,2191320
GAZP,60,20201105,200000,163.9200000,164.0300000,162.9000000,162.9800000,1868030
GAZP,60,20201105,210000,162.9800000,163.6000000,162.9500000,163.4000000,740070
GAZP,60,20201105,220000,163.4400000,164.5000000,163.4400000,164.3200000,993580
GAZP,60,20201105,230000,164.3100000,164.4100000,163.4000000,163.7000000,638560
GAZP,60,20201106,100000,163.0000000,163.0200000,162.0400000,162.7200000,6146440
GAZP,60,20201106,110000,162.7400000,163.7300000,162.6000000,162.8100000,5277220
GAZP,60,20201106,120000,162.7500000,162.8000000,162.0500000,162.0900000,4159320
GAZP,60,20201106,130000,162.0900000,162.7500000,161.5200000,162.4900000,4544910
GAZP,60,20201106,140000,162.4600000,162.8400000,162.2200000,162.3700000,3045820
GAZP,60,20201106,150000,162.3700000,162.9400000,162.3700000,162.5200000,3046830
GAZP,60,20201106,160000,162.5200000,164.7400000,162.4100000,164.2700000,5336970
GAZP,60,20201106,170000,164.2500000,165.8400000,164.0500000,165.1100000,11044270
GAZP,60,20201106,180000,165.1300000,165.2700000,164.7500000,165.2700000,6062380
GAZP,60,20201106,190000,165.0200000,165.2000000,164.2500000,164.6600000,1309610
GAZP,60,20201106,200000,164.6600000,164.7900000,164.4100000,164.5200000,388440
GAZP,60,20201106,210000,164.5200000,164.7000000,164.4800000,164.5900000,272640
GAZP,60,20201106,220000,164.6100000,164.7000000,164.5400000,164.7000000,313190
GAZP,60,20201106,230000,164.7000000,165.0000000,164.5800000,164.9200000,685870
GAZP,60,20201109,100000,166.7200000,166.9900000,165.6600000,166.1900000,7934050
GAZP,60,20201109,110000,166.2000000,166.7000000,165.8200000,166.0100000,4245410
GAZP,60,20201109,120000,166.0500000,166.2500000,164.9000000,165.0400000,5850480
GAZP,60,20201109,130000,165.0200000,165.7500000,164.9500000,165.7000000,2443990
GAZP,60,20201109,140000,165.6700000,167.3900000,165.2900000,167.3000000,9725570
GAZP,60,20201109,150000,167.2500000,170.4000000,166.7600000,169.9900000,23551760
GAZP,60,20201109,160000,170.0100000,170.3000000,168.8800000,169.7200000,13784540
GAZP,60,20201109,170000,169.7600000,171.4400000,169.7600000,170.5800000,17594260
GAZP,60,20201109,180000,170.5800000,171.5000000,170.5000000,171.5000000,12092590
GAZP,60,20201109,190000,171.2400000,171.2500000,169.7200000,169.8900000,3053260
GAZP,60,20201109,200000,169.9100000,170.2900000,169.5300000,170.2400000,1115190
GAZP,60,20201109,210000,170.2400000,170.3500000,170.0000000,170.2200000,721430
GAZP,60,20201109,220000,170.2200000,170.2900000,169.8200000,170.0400000,786840
GAZP,60,20201109,230000,170.0600000,170.2700000,170.0300000,170.1300000,459190
GAZP,60,20201110,100000,169.0300000,169.7600000,167.6300000,168.4600000,10834350
GAZP,60,20201110,110000,168.4600000,170.8400000,168.3600000,169.9200000,10153060
GAZP,60,20201110,120000,169.9700000,170.0400000,169.0000000,170.0000000,5021870
GAZP,60,20201110,130000,170.0000000,170.4300000,168.8100000,169.6000000,5611610
GAZP,60,20201110,140000,169.6000000,170.8300000,169.5700000,170.7900000,4589720
GAZP,60,20201110,150000,170.7900000,172.7900000,170.2700000,172.7200000,10049360
GAZP,60,20201110,160000,172.7500000,172.9700000,172.0300000,172.4900000,7310410
GAZP,60,20201110,170000,172.4900000,173.5300000,172.4200000,173.5300000,11273500
GAZP,60,20201110,180000,173.5100000,173.6400000,172.2000000,172.7600000,7998930
GAZP,60,20201110,190000,172.2900000,173.0500000,172.2900000,172.7900000,1461800
GAZP,60,20201110,200000,172.8400000,172.9900000,172.7000000,172.7500000,572140
GAZP,60,20201110,210000,172.7700000,172.8700000,172.6100000,172.8200000,547810
GAZP,60,20201110,220000,172.8200000,172.8900000,172.6200000,172.8300000,547050
GAZP,60,20201110,230000,172.8300000,172.9200000,172.7800000,172.9200000,559430
GAZP,60,20201111,100000,173.5000000,174.8100000,173.3000000,173.8500000,11336770
GAZP,60,20201111,110000,173.8300000,175.1500000,172.6600000,173.1100000,11727770
GAZP,60,20201111,120000,173.1500000,174.4200000,172.8100000,173.9300000,3756040
GAZP,60,20201111,130000,173.9100000,174.2500000,173.5000000,174.2500000,3524530
GAZP,60,20201111,140000,174.2300000,174.6000000,173.8100000,174.0800000,5233600
GAZP,60,20201111,150000,174.0900000,174.1700000,172.2300000,172.4900000,6492800
GAZP,60,20201111,160000,172.4900000,172.9900000,171.7000000,172.0300000,7599740
GAZP,60,20201111,170000,172.0300000,173.4000000,172.0000000,173.2800000,4666740
GAZP,60,20201111,180000,173.3000000,173.3500000,170.7100000,171.8600000,10269440
GAZP,60,20201111,190000,171.9500000,172.4800000,171.4400000,172.0900000,2973230
GAZP,60,20201111,200000,172.0900000,172.0900000,171.5500000,171.6200000,652380
GAZP,60,20201111,210000,171.6200000,171.8500000,171.5000000,171.5200000,605680
GAZP,60,20201111,220000,171.5200000,171.5700000,170.8200000,170.9200000,1530570
GAZP,60,20201111,230000,170.9100000,171.2200000,170.2600000,170.5300000,1650940
GAZP,60,20201112,100000,170.2000000,172.1400000,169.7500000,171.3500000,9226140
GAZP,60,20201112,110000,171.3600000,172.2800000,171.2000000,171.3200000,5328350
GAZP,60,20201112,120000,171.3200000,173.7700000,171.2300000,173.4300000,6570840
GAZP,60,20201112,130000,173.4500000,174.6900000,173.0800000,174.2200000,9015950
GAZP,60,20201112,140000,174.2300000,174.8700000,173.9000000,174.6900000,5626590
GAZP,60,20201112,150000,174.6900000,174.8000000,172.2300000,172.4100000,8021690
GAZP,60,20201112,160000,172.4200000,174.2300000,172.4200000,173.9700000,4804090
GAZP,60,20201112,170000,173.9500000,174.4400000,173.5400000,174.1800000,4910600
GAZP,60,20201112,180000,174.2000000,175.3000000,173.6200000,174.3000000,12917870
GAZP,60,20201112,190000,174.3000000,175.0000000,173.6000000,174.1400000,1881840
GAZP,60,20201112,200000,174.1000000,174.1700000,173.7000000,173.7900000,645170
GAZP,60,20201112,210000,173.7900000,173.8400000,173.6700000,173.8000000,641860
GAZP,60,20201112,220000,173.7800000,173.8600000,172.8000000,173.0000000,1600130
GAZP,60,20201112,230000,173.0000000,173.0900000,172.7800000,172.9100000,726030
GAZP,60,20201113,100000,172.8800000,178.8100000,172.4200000,177.3600000,22740240
GAZP,60,20201113,110000,177.3700000,178.6400000,176.5600000,178.1100000,18367370
GAZP,60,20201113,120000,178.1200000,178.3900000,177.6100000,177.7900000,6538550
GAZP,60,20201113,130000,177.8000000,179.9000000,177.7100000,179.3800000,14659160
GAZP,60,20201113,140000,179.3800000,179.7300000,178.2700000,179.6500000,9829720
GAZP,60,20201113,150000,179.6700000,179.9000000,178.8400000,178.9300000,7400520
GAZP,60,20201113,160000,178.9000000,179.5500000,178.3300000,178.7000000,6716510
GAZP,60,20201113,170000,178.7000000,179.1600000,178.4200000,179.0000000,3340220
GAZP,60,20201113,180000,179.0100000,179.7900000,178.9300000,179.5000000,4835560
GAZP,60,20201113,190000,179.5000000,179.6500000,179.2400000,179.2600000,976960
GAZP,60,20201113,200000,179.3000000,179.6500000,179.2900000,179.6400000,845260
GAZP,60,20201113,210000,179.6400000,181.2700000,179.6000000,181.1000000,4610690
GAZP,60,20201113,220000,181.1500000,181.1900000,179.8800000,180.1000000,2340780
GAZP,60,20201113,230000,180.0600000,180.4000000,179.7000000,180.3000000,1401380
GAZP,60,20201116,100000,181.0200000,182.8100000,181.0200000,182.2200000,14961040
GAZP,60,20201116,110000,182.2500000,182.4400000,180.3000000,180.5400000,10501830
GAZP,60,20201116,120000,180.5400000,182.2000000,180.5300000,182.1300000,5986010
GAZP,60,20201116,130000,182.0700000,182.2700000,181.6100000,181.9500000,3801100
GAZP,60,20201116,140000,181.9400000,183.0000000,181.5000000,182.9500000,6119540
GAZP,60,20201116,150000,182.9900000,183.2800000,182.5300000,182.8400000,7427060
GAZP,60,20201116,160000,182.8400000,184.7300000,182.7100000,184.7300000,13037920
GAZP,60,20201116,170000,184.7300000,185.2700000,184.2000000,184.7100000,12513660
GAZP,60,20201116,180000,184.7100000,185.6200000,184.2000000,185.3000000,9805690
GAZP,60,20201116,190000,185.2200000,185.4400000,184.8700000,184.9300000,1441910
GAZP,60,20201116,200000,184.9200000,185.1100000,184.3800000,184.6200000,1178690
GAZP,60,20201116,210000,184.6100000,184.8400000,184.3000000,184.5900000,789060
GAZP,60,20201116,220000,184.5600000,184.9800000,184.4500000,184.8900000,679760
GAZP,60,20201116,230000,184.9000000,185.4100000,184.8500000,185.3200000,974540
GAZP,60,20201117,100000,185.1000000,185.3100000,182.3000000,183.8900000,12615650
GAZP,60,20201117,110000,183.9100000,185.1500000,183.0300000,183.1900000,8822900
GAZP,60,20201117,120000,183.1700000,183.8700000,181.3100000,181.7000000,10333050
GAZP,60,20201117,130000,181.7200000,182.0300000,179.8500000,180.7400000,15162160
GAZP,60,20201117,140000,180.7400000,181.2000000,179.6700000,179.8000000,9403310
GAZP,60,20201117,150000,179.7500000,181.4000000,178.8300000,181.1100000,14037460
GAZP,60,20201117,160000,181.1800000,181.8000000,179.9500000,180.6500000,7330790
GAZP,60,20201117,170000,180.6500000,182.2500000,180.2700000,182.1800000,8372070
GAZP,60,20201117,180000,182.1500000,182.9000000,181.8000000,182.9000000,6921540
GAZP,60,20201117,190000,183.3100000,183.6500000,182.6100000,182.9700000,2660770
GAZP,60,20201117,200000,182.9200000,183.6000000,182.8600000,183.1200000,1906510
GAZP,60,20201117,210000,183.0800000,183.2500000,182.6100000,182.7100000,643060
GAZP,60,20201117,220000,182.7800000,183.3000000,182.7600000,183.2000000,541110
GAZP,60,20201117,230000,183.1600000,183.2100000,182.7200000,182.9000000,556860
GAZP,60,20201118,100000,182.2600000,184.4000000,180.8000000,184.2200000,9486160
GAZP,60,20201118,110000,184.2300000,184.3000000,183.2000000,183.6400000,6573450
GAZP,60,20201118,120000,183.6000000,183.9500000,183.0500000,183.7700000,2845740
GAZP,60,20201118,130000,183.8000000,184.7900000,183.7600000,184.0000000,4498740
GAZP,60,20201118,140000,183.9900000,185.1000000,183.8400000,185.0900000,4782270
GAZP,60,20201118,150000,185.1000000,187.0000000,184.7400000,186.8600000,11726660
GAZP,60,20201118,160000,186.8100000,187.6900000,186.1500000,187.2300000,10510860
GAZP,60,20201118,170000,187.2200000,187.2800000,185.9100000,186.5900000,6180240
GAZP,60,20201118,180000,186.6300000,186.8500000,185.6800000,185.8100000,6871650
GAZP,60,20201118,190000,186.1100000,186.6400000,186.0300000,186.2400000,1227910
GAZP,60,20201118,200000,186.2100000,186.5900000,185.8800000,186.0900000,1021510
GAZP,60,20201118,210000,186.0900000,186.2800000,185.5500000,185.6200000,791460
GAZP,60,20201118,220000,185.5600000,185.9200000,185.0100000,185.8000000,1146110
GAZP,60,20201118,230000,185.8000000,185.8800000,184.7100000,185.0000000,1438810
GAZP,60,20201119,100000,185.2000000,185.8800000,181.9200000,182.8900000,14525270
GAZP,60,20201119,110000,182.9400000,184.8300000,182.7000000,183.0100000,8029870
GAZP,60,20201119,120000,183.0200000,183.7000000,182.7000000,183.1100000,5616880
GAZP,60,20201119,130000,183.1400000,183.3700000,182.7000000,183.2400000,3832810
GAZP,60,20201119,140000,183.2100000,184.3900000,182.8000000,184.3100000,3714580
GAZP,60,20201119,150000,184.3500000,184.6000000,183.6700000,183.7900000,3107720
GAZP,60,20201119,160000,183.7700000,183.9800000,183.0600000,183.2800000,2460400
GAZP,60,20201119,170000,183.3000000,184.1500000,183.0000000,183.8000000,4549970
GAZP,60,20201119,180000,183.8100000,184.1500000,183.2800000,183.8300000,3749370
GAZP,60,20201119,190000,183.6000000,183.8400000,183.4100000,183.6000000,368400
GAZP,60,20201119,200000,183.6000000,183.6100000,183.1000000,183.2100000,646360
GAZP,60,20201119,210000,183.1900000,183.5000000,183.1700000,183.4000000,536860
GAZP,60,20201119,220000,183.4100000,184.0200000,183.3600000,183.8100000,899360
GAZP,60,20201119,230000,183.8100000,184.5000000,183.6600000,184.1600000,1126930
GAZP,60,20201120,100000,184.1000000,184.1500000,182.4200000,182.4800000,5320570
GAZP,60,20201120,110000,182.5400000,183.9300000,182.3200000,183.6000000,4800090
GAZP,60,20201120,120000,183.6000000,183.8000000,183.2000000,183.4100000,1999340
GAZP,60,20201120,130000,183.4000000,184.3600000,183.0800000,183.8500000,4839190
GAZP,60,20201120,140000,183.8800000,184.3000000,183.7000000,183.9500000,1499620
GAZP,60,20201120,150000,183.9700000,184.2200000,183.1200000,183.3400000,2091610
GAZP,60,20201120,160000,183.3600000,183.9100000,183.2500000,183.3100000,1551460
GAZP,60,20201120,170000,183.3800000,183.4800000,182.8200000,182.9100000,2968940
GAZP,60,20201120,180000,182.9300000,183.2000000,182.1000000,182.7400000,4210340
GAZP,60,20201120,190000,182.7400000,183.1000000,182.4500000,183.0000000,740830
GAZP,60,20201120,200000,182.9300000,183.0300000,182.6800000,182.8500000,247430
GAZP,60,20201120,210000,182.8500000,182.9900000,182.5500000,182.8700000,452660
GAZP,60,20201120,220000,182.8300000,183.1000000,182.7100000,183.0800000,441180
GAZP,60,20201120,230000,183.0800000,183.2400000,182.7300000,183.2100000,673100
GAZP,60,20201123,100000,183.6400000,185.6300000,183.5500000,184.8500000,6810480
GAZP,60,20201123,110000,184.8700000,185.5500000,184.3500000,184.6400000,5148820
GAZP,60,20201123,120000,184.6000000,184.6000000,183.7700000,184.2100000,4758590
GAZP,60,20201123,130000,184.2100000,184.3000000,183.9400000,184.0800000,1652530
GAZP,60,20201123,140000,184.0900000,184.1300000,182.9000000,183.5500000,3717790
GAZP,60,20201123,150000,183.5700000,184.6000000,183.3200000,184.3500000,3398820
GAZP,60,20201123,160000,184.3300000,184.3400000,183.6300000,184.1500000,2162300
GAZP,60,20201123,170000,184.1500000,184.5700000,183.5200000,183.5500000,4015600
GAZP,60,20201123,180000,183.5500000,183.8000000,182.7700000,183.2700000,5938000
GAZP,60,20201123,190000,183.2800000,183.9600000,182.8500000,183.7900000,1561180
GAZP,60,20201123,200000,183.8000000,183.8500000,183.4800000,183.5500000,449160
GAZP,60,20201123,210000,183.5200000,183.6800000,183.2000000,183.6100000,338040
GAZP,60,20201123,220000,183.6200000,183.9600000,183.4600000,183.9500000,348340
GAZP,60,20201123,230000,183.9500000,184.2000000,183.8500000,184.1500000,743450
GAZP,60,20201124,100000,185.0300000,185.9100000,184.0000000,184.0200000,8596400
GAZP,60,20201124,110000,184.0300000,184.9300000,184.0300000,184.3300000,5408800
GAZP,60,20201124,120000,184.3300000,184.7400000,183.9700000,184.5900000,3204810
